event_id,timestamp,session_id,original_assignment,proposed_classification,proposed_parent,confidence,evidence_basis,boundary_or_exclusion_reason,review_status
C052,2026-07-04 22:56:00,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C053,2026-07-04 23:00:37,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C054,2026-07-04 23:02:26,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C056,2026-07-04 23:19:28,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,High,"Naomi 'Is that a signing off message?'; transition from logistics to conflict","Marks transition from logistical delay to active conflict",proposed
C057,2026-07-04 23:23:18,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C058,2026-07-04 23:23:46,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C060,2026-07-04 23:24:40,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C061,2026-07-04 23:25:19,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C063,2026-07-04 23:28:34,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C064,2026-07-04 23:29:08,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C069,2026-07-04 23:36:51,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C070,2026-07-04 23:37:25,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C071,2026-07-04 23:39:14,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C073,2026-07-04 23:50:48,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C074,2026-07-05 00:07:18,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C076,2026-07-05 00:12:10,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C077,2026-07-05 00:13:22,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C078,2026-07-05 00:14:42,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
C079,2026-07-05 00:16:40,S-CONF-10,null,continuation,PROPOSED-CONTEXT-S-CONF-10,Medium,"Logistics discussing meeting up that precede and contribute to CONF-03 fight","null",proposed
